0,7
0,87
1,65
1,74
2,76
2,96
3,39
3,43
3,63
3,75
3,93
4,37
4,88
4,91
5,67
5,91
5,98
6,33
6,73
6,77
6,95
7,47
8,3
8,11
8,12
8,16
9,46
10,26
10,32
10,39
10,63
10,89
10,98
11,17
11,28
11,86
12,68
12,69
12,72
13,28
13,47
13,48
13,70
14,40
14,46
14,95
15,13
15,39
15,40
15,53
15,82
15,84
16,12
16,33
17,15
17,30
17,61
17,63
17,87
17,91
18,7
18,74
19,13
19,31
19,82
19,88
19,91
20,53
20,77
21,15
21,24
21,36
22,55
23,1
24,18
24,26
24,30
24,66
25,20
26,15
26,52
26,56
26,62
26,66
27,28
28,37
28,60
29,1
29,35
30,23
30,25
30,35
30,39
30,57
30,93
31,7
31,19
31,39
31,77
32,65
32,89
33,6
33,34
33,38
34,58
34,77
34,82
34,89
36,4
36,8
36,10
36,47
36,58
38,15
38,20
38,41
38,65
38,66
39,16
39,17
39,37
39,47
39,80
40,23
40,78
40,98
41,23
42,6
42,9
42,51
42,95
43,17
43,22
43,83
43,90
44,21
44,58
44,73
44,88
45,13
45,47
45,96
46,3
46,20
46,37
46,59
46,62
46,76
46,85
47,22
47,28
47,50
48,33
48,38
48,85
48,90
49,25
49,40
49,59
49,82
50,11
50,43
50,68
51,49
52,28
52,40
52,53
52,72
52,75
52,79
53,42
54,7
54,26
54,28
54,39
55,3
55,10
55,59
56,20
56,47
56,90
56,91
57,41
57,73
58,32
58,35
59,6
59,9
59,14
59,18
59,87
60,16
60,50
60,77
60,78
60,85
61,28
61,29
61,55
62,38
62,75
62,79
62,80
63,1
63,22
64,99
64,75
64,88
65,22
65,27
65,30
66,72
66,94
66,98
67,22
68,33
68,51
68,67
68,93
69,10
69,90
70,7
70,77
71,33
71,45
71,86
72,12
72,14
72,33
73,36
73,67
75,14
75,33
75,41
75,82
75,91
75,92
76,4
76,9
77,3
77,5
77,51
77,78
78,17
78,23
78,47
78,62
79,18
80,12
80,36
80,88
81,21
82,30
82,34
83,7
83,46
83,82
84,58
84,94
85,70
86,28
87,52
87,72
87,77
88,72
88,75
89,16
89,41
89,56
89,59
90,32
90,96
91,41
91,46
91,58
92,10
92,52
93,37
93,61
94,4
94,12
94,23
94,61
94,77
94,79
95,16
95,23
95,86
95,87
96,24
96,58
97,40
97,90
98,3
98,5
98,18
98,47
99,38
99,73
99,94
