1,3592
1,6754
1,8245
2,1802
2,1811
2,6338
3,5178
4,2274
4,3722
4,4154
4,4922
4,8883
5,1044
5,2206
5,4360
5,8603
6,6422
6,6611
6,8624
7,3537
7,3953
8,3207
8,5523
8,6087
8,6871
9,4131
9,7883
9,8016
10,879
10,5078
10,8651
11,2793
12,4126
12,6207
12,9367
13,1526
13,2358
13,5530
13,5708
14,6094
15,4898
15,4949
15,9556
16,3975
17,3035
17,4448
17,8672
17,9297
17,9329
18,3035
18,4598
19,1654
19,2887
19,5145
20,274
20,2579
20,9497
21,2998
21,8830
22,1104
22,1604
22,4034
22,4812
22,6809
22,9982
23,217
23,8242
24,563
24,6563
24,7654
24,9160
25,9045
25,9784
26,8145
27,4671
27,8785
28,557
28,3264
28,5676
28,8924
29,1603
29,9935
30,1210
30,1441
30,1938
30,2128
30,4556
30,4849
31,823
31,5402
31,9218
32,3047
32,6799
32,8527
32,9556
32,9888
33,1727
33,3973
33,4918
33,6823
33,7302
34,421
34,6020
34,6551
35,2189
35,2252
35,3908
35,5941
36,2725
36,9894
37,324
37,5005
37,6601
38,172
38,1887
38,4608
38,8680
39,205
39,363
39,5652
39,6608
40,4902
40,4992
40,5769
40,7179
41,2139
41,9016
41,9333
41,9866
42,984
42,4450
44,8809
45,1151
45,2645
45,6232
45,7963
46,6348
46,7055
46,8690
47,390
47,628
47,4288
47,6154
47,7823
47,7848
48,7966
48,8519
49,108
49,2415
49,9424
50,4906
50,5756
50,5793
51,2009
51,6219
51,8140
52,601
52,6891
52,8177
52,8795
53,6055
54,1152
54,1415
54,9734
55,2231
55,5795
56,142
56,3881
56,4580
56,6265
56,8625
57,591
57,9873
58,754
58,7505
59,8439
59,9373
60,4283
60,6629
60,8246
60,8575
61,279
61,1162
61,3302
61,5009
61,5918
61,8708
62,4530
63,8475
64,7331
64,8973
65,2256
65,4093
65,9253
65,9548
66,1820
66,9775
68,1443
68,2612
68,5966
69,1953
69,5918
69,7250
69,8149
69,9094
70,1634
70,6324
70,6753
71,5204
72,2299
72,3790
72,5103
72,8653
72,9035
73,4278
73,5342
73,7793
73,8609
74,3931
75,2145
76,1518
76,1825
76,2331
76,3495
76,8768
77,567
78,6706
78,7200
79,4531
79,4538
79,6138
79,9574
81,590
81,3617
81,4748
82,1156
82,5021
82,5102
82,5736
82,5938
83,1277
83,1875
83,9711
84,943
84,8051
85,1617
85,2591
85,3756
85,4313
86,1402
86,6610
86,7417
86,7974
86,8063
86,8173
86,9025
86,9811
87,5399
87,8192
88,4027
89,2385
90,3783
90,4755
90,4770
90,7704
90,8104
91,3346
91,8104
92,1146
92,9988
93,3106
93,7358
95,136
96,242
96,4989
96,5786
97,5483
97,8650
98,1181
98,3526
98,4078
98,9492
99,773
100,1927
100,4263
100,8737
101,3886
101,6569
102,2570
102,4721
102,8092
103,323
103,3717
103,7600
103,9184
103,9649
104,8275
105,1820
105,2997
105,4470
105,5193
105,6019
105,6175
106,8020
106,9735
107,695
107,1723
107,3197
107,4945
107,6935
107,7623
108,972
108,3268
108,6999
108,7805
109,5004
109,6742
110,218
110,6263
110,6276
111,1707
111,5063
111,8413
112,2748
112,5241
112,7450
113,4887
113,8008
113,8658
114,506
114,3148
114,4142
114,7346
114,7674
114,9414
115,5464
115,6408
116,1879
116,2508
116,4016
116,7749
117,358
117,570
117,1088
117,3362
117,6770
117,7791
119,2162
119,5855
119,6916
119,9896
120,9134
121,3231
121,4385
121,6400
121,7189
121,9567
122,4404
122,7504
124,1253
124,5956
124,7065
125,82
125,6428
125,7184
125,7625
125,9197
126,6129
126,6911
127,3705
127,4367
127,6491
127,7633
127,8200
128,1658
129,3309
129,5692
129,7545
130,3214
130,9137
131,2383
131,3066
131,6518
131,7941
131,8404
132,2357
132,3941
132,4868
132,7328
132,8535
133,2048
133,2970
133,4078
134,2582
134,3649
134,4278
134,7357
135,1006
135,4862
135,5204
135,5431
135,5986
136,1084
136,6726
137,2600
137,8466
138,1587
138,7840
139,314
139,4997
140,2547
140,4814
140,4879
140,6163
140,7545
141,4135
141,7972
142,2374
142,2789
143,545
143,3616
143,7631
143,9603
144,200
144,4103
144,4967
145,4209
145,4794
145,9360
146,502
146,2177
146,2541
146,6856
147,1033
148,4659
148,4962
148,6867
148,9003
148,9219
149,515
149,2068
149,2204
149,9026
150,1287
150,9987
151,721
151,7408
151,7749
151,9631
152,3018
152,3710
152,4714
152,9567
153,2474
154,5072
154,8235
154,8885
155,1713
155,5741
156,581
156,1030
156,2521
156,4639
156,6779
156,7033
157,5706
157,9904
158,482
158,5471
158,9286
159,737
159,3023
159,4162
159,5780
159,7170
159,9151
160,8215
161,2353
161,7331
162,5888
163,3089
164,2638
164,8294
164,8328
165,5846
166,544
166,1535
166,2193
166,5396
166,5853
167,7816
167,8176
168,3011
169,3193
169,3699
169,8398
169,9204
170,2335
170,5158
170,8092
170,9974
171,1758
171,2730
171,3991
171,4044
172,9365
173,2634
173,3332
173,4206
174,3809
174,7616
174,8410
175,11
175,5083
175,6853
175,9672
176,2305
176,2744
176,4752
177,564
177,879
177,4152
177,4958
177,8964
178,8995
179,5502
179,9338
179,9993
180,1335
180,1778
180,5486
180,5942
181,274
181,2543
181,7498
183,9842
184,883
184,7099
184,8281
185,7992
185,8046
186,724
186,2959
186,7705
186,8824
187,3113
187,4622
187,8728
188,8194
189,447
189,1787
189,1981
189,4982
189,5559
189,9249
190,660
191,2690
191,8657
192,1616
192,6616
192,6878
192,7028
192,8360
192,9046
193,1751
193,4764
193,4854
194,27
194,2378
194,4480
194,6456
195,2182
195,5802
196,1669
196,5894
197,2879
198,1320
198,4583
199,628
199,3728
200,1447
200,2434
200,3857
200,4965
200,9405
200,9905
201,3826
201,5220
201,6004
201,7967
201,8711
202,3093
202,5095
202,5940
202,7336
203,3185
203,4862
203,7893
204,2028
204,4274
205,127
205,2952
205,4226
205,4749
205,5854
205,7499
206,6554
207,6317
207,7031
207,7296
208,5180
209,8201
210,614
210,3910
210,6718
210,8129
211,4232
211,6227
211,8433
212,1298
212,7810
213,6621
213,7397
213,8810
214,119
214,7061
214,7200
215,353
215,2376
216,1792
216,5851
216,8039
217,650
